image_path,filename,category,severity_score,severity_level,relative_path
/kaggle/input/mlartists-civic-issues-dataset/validate/Domestic_trash/Datacluster-Trash-231-_jpg.rf.40e278a14a428c2d806280b1d657dffc.jpg,Datacluster-Trash-231-_jpg.rf.40e278a14a428c2d806280b1d657dffc.jpg,Domestic_trash,6.34,Medium,validate/Domestic_trash/Datacluster-Trash-231-_jpg.rf.40e278a14a428c2d806280b1d657dffc.jpg
/kaggle/input/mlartists-civic-issues-dataset/validate/Domestic_trash/Datacluster-Trash-112-_jpg.rf.3f0fa9601962ad0c2a9e8b73e76e81eb.jpg,Datacluster-Trash-112-_jpg.rf.3f0fa9601962ad0c2a9e8b73e76e81eb.jpg,Domestic_trash,6.43,Medium,validate/Domestic_trash/Datacluster-Trash-112-_jpg.rf.3f0fa9601962ad0c2a9e8b73e76e81eb.jpg
/kaggle/input/mlartists-civic-issues-dataset/validate/Domestic_trash/Datacluster-Trash-108-_jpg.rf.0d48721ce2fc9d964e074b1cb4153d16.jpg,Datacluster-Trash-108-_jpg.rf.0d48721ce2fc9d964e074b1cb4153d16.jpg,Domestic_trash,6.7,Medium,validate/Domestic_trash/Datacluster-Trash-108-_jpg.rf.0d48721ce2fc9d964e074b1cb4153d16.jpg
/kaggle/input/mlartists-civic-issues-dataset/validate/Domestic_trash/Datacluster-Trash-238-_jpg.rf.c6a21fbaa5de207fbfb47ff7cd3b6134.jpg,Datacluster-Trash-238-_jpg.rf.c6a21fbaa5de207fbfb47ff7cd3b6134.jpg,Domestic_trash,3.53,Medium,validate/Domestic_trash/Datacluster-Trash-238-_jpg.rf.c6a21fbaa5de207fbfb47ff7cd3b6134.jpg
/kaggle/input/mlartists-civic-issues-dataset/validate/Domestic_trash/Datacluster-Trash-42-_jpg.rf.72b20e5519549dce4d2c256cd8256b5e.jpg,Datacluster-Trash-42-_jpg.rf.72b20e5519549dce4d2c256cd8256b5e.jpg,Domestic_trash,4.03,Medium,validate/Domestic_trash/Datacluster-Trash-42-_jpg.rf.72b20e5519549dce4d2c256cd8256b5e.jpg
/kaggle/input/mlartists-civic-issues-dataset/validate/Domestic_trash/Datacluster-Trash-143-_jpg.rf.5c8e07e026c277f8a718197fca1041a4.jpg,Datacluster-Trash-143-_jpg.rf.5c8e07e026c277f8a718197fca1041a4.jpg,Domestic_trash,2.21,Low,validate/Domestic_trash/Datacluster-Trash-143-_jpg.rf.5c8e07e026c277f8a718197fca1041a4.jpg
/kaggle/input/mlartists-civic-issues-dataset/validate/Domestic_trash/Datacluster-Trash-70-_jpg.rf.e34f1e630613d3e97aefc3049b571fcf.jpg,Datacluster-Trash-70-_jpg.rf.e34f1e630613d3e97aefc3049b571fcf.jpg,Domestic_trash,3.41,Low,validate/Domestic_trash/Datacluster-Trash-70-_jpg.rf.e34f1e630613d3e97aefc3049b571fcf.jpg
/kaggle/input/mlartists-civic-issues-dataset/validate/Domestic_trash/Datacluster-Trash-114-_jpg.rf.c2c4c296e3330e004ce6f602dc213e87.jpg,Datacluster-Trash-114-_jpg.rf.c2c4c296e3330e004ce6f602dc213e87.jpg,Domestic_trash,4.81,Medium,validate/Domestic_trash/Datacluster-Trash-114-_jpg.rf.c2c4c296e3330e004ce6f602dc213e87.jpg
/kaggle/input/mlartists-civic-issues-dataset/validate/Domestic_trash/Datacluster-Trash-46-_jpg.rf.43dc1b91168a017cf8dfdb6788295bf3.jpg,Datacluster-Trash-46-_jpg.rf.43dc1b91168a017cf8dfdb6788295bf3.jpg,Domestic_trash,7.75,High,validate/Domestic_trash/Datacluster-Trash-46-_jpg.rf.43dc1b91168a017cf8dfdb6788295bf3.jpg
/kaggle/input/mlartists-civic-issues-dataset/validate/Domestic_trash/Datacluster-Trash-200-_jpg.rf.9ed46979bfb7e227958e9bc9512f68b2.jpg,Datacluster-Trash-200-_jpg.rf.9ed46979bfb7e227958e9bc9512f68b2.jpg,Domestic_trash,7.37,High,validate/Domestic_trash/Datacluster-Trash-200-_jpg.rf.9ed46979bfb7e227958e9bc9512f68b2.jpg
/kaggle/input/mlartists-civic-issues-dataset/validate/Domestic_trash/Datacluster-Trash-204-_jpg.rf.42f6c1c2283ba451837efaf3e3cc06ba.jpg,Datacluster-Trash-204-_jpg.rf.42f6c1c2283ba451837efaf3e3cc06ba.jpg,Domestic_trash,7.12,High,validate/Domestic_trash/Datacluster-Trash-204-_jpg.rf.42f6c1c2283ba451837efaf3e3cc06ba.jpg
/kaggle/input/mlartists-civic-issues-dataset/validate/Domestic_trash/Datacluster-Trash-73-_jpg.rf.a9ddf54af773c116706fb1a0ea7eaf51.jpg,Datacluster-Trash-73-_jpg.rf.a9ddf54af773c116706fb1a0ea7eaf51.jpg,Domestic_trash,4.13,Medium,validate/Domestic_trash/Datacluster-Trash-73-_jpg.rf.a9ddf54af773c116706fb1a0ea7eaf51.jpg
/kaggle/input/mlartists-civic-issues-dataset/validate/Domestic_trash/Datacluster-Trash-150-_jpg.rf.898a2b8151157fb8b65bcb6dc8a8a8c1.jpg,Datacluster-Trash-150-_jpg.rf.898a2b8151157fb8b65bcb6dc8a8a8c1.jpg,Domestic_trash,4.27,Medium,validate/Domestic_trash/Datacluster-Trash-150-_jpg.rf.898a2b8151157fb8b65bcb6dc8a8a8c1.jpg
/kaggle/input/mlartists-civic-issues-dataset/validate/Domestic_trash/Datacluster-Trash-134-_jpg.rf.98a81a151cda67f543bd863afbd5f553.jpg,Datacluster-Trash-134-_jpg.rf.98a81a151cda67f543bd863afbd5f553.jpg,Domestic_trash,6.07,Medium,validate/Domestic_trash/Datacluster-Trash-134-_jpg.rf.98a81a151cda67f543bd863afbd5f553.jpg
/kaggle/input/mlartists-civic-issues-dataset/validate/Domestic_trash/Datacluster-Trash-86-_jpg.rf.a9f91b52aa3e3b2820cf95ede0961cf9.jpg,Datacluster-Trash-86-_jpg.rf.a9f91b52aa3e3b2820cf95ede0961cf9.jpg,Domestic_trash,5.19,Medium,validate/Domestic_trash/Datacluster-Trash-86-_jpg.rf.a9f91b52aa3e3b2820cf95ede0961cf9.jpg
/kaggle/input/mlartists-civic-issues-dataset/validate/Domestic_trash/Datacluster-Trash-250-_jpg.rf.ba007707e3352eaf76ea61e39bccbf88.jpg,Datacluster-Trash-250-_jpg.rf.ba007707e3352eaf76ea61e39bccbf88.jpg,Domestic_trash,7.66,High,validate/Domestic_trash/Datacluster-Trash-250-_jpg.rf.ba007707e3352eaf76ea61e39bccbf88.jpg
/kaggle/input/mlartists-civic-issues-dataset/validate/Domestic_trash/Datacluster-Trash-131-_jpg.rf.9317afac84a5030f55161131d4680d7a.jpg,Datacluster-Trash-131-_jpg.rf.9317afac84a5030f55161131d4680d7a.jpg,Domestic_trash,2.61,Low,validate/Domestic_trash/Datacluster-Trash-131-_jpg.rf.9317afac84a5030f55161131d4680d7a.jpg
/kaggle/input/mlartists-civic-issues-dataset/validate/Domestic_trash/Datacluster-Trash-83-_jpg.rf.d1ffc4d67d066e582df8653071cfeac1.jpg,Datacluster-Trash-83-_jpg.rf.d1ffc4d67d066e582df8653071cfeac1.jpg,Domestic_trash,5.41,Medium,validate/Domestic_trash/Datacluster-Trash-83-_jpg.rf.d1ffc4d67d066e582df8653071cfeac1.jpg
/kaggle/input/mlartists-civic-issues-dataset/validate/Domestic_trash/Datacluster-Trash-242-_jpg.rf.66aefa981458994fdf1b867240a5da66.jpg,Datacluster-Trash-242-_jpg.rf.66aefa981458994fdf1b867240a5da66.jpg,Domestic_trash,7.21,High,validate/Domestic_trash/Datacluster-Trash-242-_jpg.rf.66aefa981458994fdf1b867240a5da66.jpg
/kaggle/input/mlartists-civic-issues-dataset/validate/Domestic_trash/Datacluster-Trash-173-_jpg.rf.c34628aef94bd79303e5b42af7911e23.jpg,Datacluster-Trash-173-_jpg.rf.c34628aef94bd79303e5b42af7911e23.jpg,Domestic_trash,7.45,High,validate/Domestic_trash/Datacluster-Trash-173-_jpg.rf.c34628aef94bd79303e5b42af7911e23.jpg
/kaggle/input/mlartists-civic-issues-dataset/validate/Domestic_trash/Datacluster-Trash-193-_jpg.rf.a71d59c2ea4e6a8846443ebec87141c4.jpg,Datacluster-Trash-193-_jpg.rf.a71d59c2ea4e6a8846443ebec87141c4.jpg,Domestic_trash,6.68,Medium,validate/Domestic_trash/Datacluster-Trash-193-_jpg.rf.a71d59c2ea4e6a8846443ebec87141c4.jpg
/kaggle/input/mlartists-civic-issues-dataset/validate/Domestic_trash/Datacluster-Trash-241-_jpg.rf.4ae32421a16291a3133b7e58ef3a5f55.jpg,Datacluster-Trash-241-_jpg.rf.4ae32421a16291a3133b7e58ef3a5f55.jpg,Domestic_trash,7.71,High,validate/Domestic_trash/Datacluster-Trash-241-_jpg.rf.4ae32421a16291a3133b7e58ef3a5f55.jpg
/kaggle/input/mlartists-civic-issues-dataset/validate/Domestic_trash/Datacluster-Trash-68-_jpg.rf.160d9c263b468cf67c56996766ea8f85.jpg,Datacluster-Trash-68-_jpg.rf.160d9c263b468cf67c56996766ea8f85.jpg,Domestic_trash,5.18,Medium,validate/Domestic_trash/Datacluster-Trash-68-_jpg.rf.160d9c263b468cf67c56996766ea8f85.jpg
/kaggle/input/mlartists-civic-issues-dataset/validate/Domestic_trash/Datacluster-Trash-164-_jpg.rf.29c81e40d970ff65cf10c9b21bd03cab.jpg,Datacluster-Trash-164-_jpg.rf.29c81e40d970ff65cf10c9b21bd03cab.jpg,Domestic_trash,7.01,High,validate/Domestic_trash/Datacluster-Trash-164-_jpg.rf.29c81e40d970ff65cf10c9b21bd03cab.jpg
/kaggle/input/mlartists-civic-issues-dataset/validate/Domestic_trash/Datacluster-Trash-1-_jpg.rf.9dedc9cb05e526b00607050caaeb034c.jpg,Datacluster-Trash-1-_jpg.rf.9dedc9cb05e526b00607050caaeb034c.jpg,Domestic_trash,6.62,Medium,validate/Domestic_trash/Datacluster-Trash-1-_jpg.rf.9dedc9cb05e526b00607050caaeb034c.jpg
/kaggle/input/mlartists-civic-issues-dataset/validate/Domestic_trash/Datacluster-Trash-138-_jpg.rf.aa8f86848f877a92c74ae3886b5c9a6c.jpg,Datacluster-Trash-138-_jpg.rf.aa8f86848f877a92c74ae3886b5c9a6c.jpg,Domestic_trash,5.48,Medium,validate/Domestic_trash/Datacluster-Trash-138-_jpg.rf.aa8f86848f877a92c74ae3886b5c9a6c.jpg
/kaggle/input/mlartists-civic-issues-dataset/validate/Domestic_trash/Datacluster-Trash-245-_jpg.rf.b367bbe2699df850f7435eb17f860830.jpg,Datacluster-Trash-245-_jpg.rf.b367bbe2699df850f7435eb17f860830.jpg,Domestic_trash,6.3,Medium,validate/Domestic_trash/Datacluster-Trash-245-_jpg.rf.b367bbe2699df850f7435eb17f860830.jpg
/kaggle/input/mlartists-civic-issues-dataset/validate/Domestic_trash/Datacluster-Trash-203-_jpg.rf.fcbd3c7b4eef521b00137dded3c34033.jpg,Datacluster-Trash-203-_jpg.rf.fcbd3c7b4eef521b00137dded3c34033.jpg,Domestic_trash,4.32,Medium,validate/Domestic_trash/Datacluster-Trash-203-_jpg.rf.fcbd3c7b4eef521b00137dded3c34033.jpg
/kaggle/input/mlartists-civic-issues-dataset/validate/Domestic_trash/Datacluster-Trash-106-_jpg.rf.85af2a5905c228e01585e98ac202c2c3.jpg,Datacluster-Trash-106-_jpg.rf.85af2a5905c228e01585e98ac202c2c3.jpg,Domestic_trash,6.54,Medium,validate/Domestic_trash/Datacluster-Trash-106-_jpg.rf.85af2a5905c228e01585e98ac202c2c3.jpg
/kaggle/input/mlartists-civic-issues-dataset/validate/Domestic_trash/Datacluster-Trash-85-_jpg.rf.7fc7bae90c7cea6dde63125efbc29659.jpg,Datacluster-Trash-85-_jpg.rf.7fc7bae90c7cea6dde63125efbc29659.jpg,Domestic_trash,5.21,Medium,validate/Domestic_trash/Datacluster-Trash-85-_jpg.rf.7fc7bae90c7cea6dde63125efbc29659.jpg
/kaggle/input/mlartists-civic-issues-dataset/validate/Domestic_trash/Datacluster-Trash-126-_jpg.rf.e290aa4f0e9ba270bc885e681640bf1e.jpg,Datacluster-Trash-126-_jpg.rf.e290aa4f0e9ba270bc885e681640bf1e.jpg,Domestic_trash,4.91,Medium,validate/Domestic_trash/Datacluster-Trash-126-_jpg.rf.e290aa4f0e9ba270bc885e681640bf1e.jpg
/kaggle/input/mlartists-civic-issues-dataset/validate/Domestic_trash/Datacluster-Trash-37-_jpg.rf.3b0c1fdfff271c450dc11df603d9b126.jpg,Datacluster-Trash-37-_jpg.rf.3b0c1fdfff271c450dc11df603d9b126.jpg,Domestic_trash,4.5,Medium,validate/Domestic_trash/Datacluster-Trash-37-_jpg.rf.3b0c1fdfff271c450dc11df603d9b126.jpg
/kaggle/input/mlartists-civic-issues-dataset/validate/Domestic_trash/Datacluster-Trash-97-_jpg.rf.fd522ce1dc1ab6eb70d004a0fa232f17.jpg,Datacluster-Trash-97-_jpg.rf.fd522ce1dc1ab6eb70d004a0fa232f17.jpg,Domestic_trash,5.15,Medium,validate/Domestic_trash/Datacluster-Trash-97-_jpg.rf.fd522ce1dc1ab6eb70d004a0fa232f17.jpg
/kaggle/input/mlartists-civic-issues-dataset/validate/Domestic_trash/Datacluster-Trash-115-_jpg.rf.b7d72e9c682f0e6aa4298c6373e49b27.jpg,Datacluster-Trash-115-_jpg.rf.b7d72e9c682f0e6aa4298c6373e49b27.jpg,Domestic_trash,4.4,Medium,validate/Domestic_trash/Datacluster-Trash-115-_jpg.rf.b7d72e9c682f0e6aa4298c6373e49b27.jpg
/kaggle/input/mlartists-civic-issues-dataset/validate/Domestic_trash/Datacluster-Trash-65-_jpg.rf.453ed81f80d1a11c0eae20e2be5f9d60.jpg,Datacluster-Trash-65-_jpg.rf.453ed81f80d1a11c0eae20e2be5f9d60.jpg,Domestic_trash,5.13,Medium,validate/Domestic_trash/Datacluster-Trash-65-_jpg.rf.453ed81f80d1a11c0eae20e2be5f9d60.jpg
/kaggle/input/mlartists-civic-issues-dataset/validate/Domestic_trash/Datacluster-Trash-109-_jpg.rf.1e5cc8660b8ad1c027a2b9ce23e7ea8f.jpg,Datacluster-Trash-109-_jpg.rf.1e5cc8660b8ad1c027a2b9ce23e7ea8f.jpg,Domestic_trash,4.31,Medium,validate/Domestic_trash/Datacluster-Trash-109-_jpg.rf.1e5cc8660b8ad1c027a2b9ce23e7ea8f.jpg
/kaggle/input/mlartists-civic-issues-dataset/validate/Domestic_trash/Datacluster-Trash-204-_jpg.rf.286e360cb241f2cf778715a2a0633f6d.jpg,Datacluster-Trash-204-_jpg.rf.286e360cb241f2cf778715a2a0633f6d.jpg,Domestic_trash,7.07,High,validate/Domestic_trash/Datacluster-Trash-204-_jpg.rf.286e360cb241f2cf778715a2a0633f6d.jpg
/kaggle/input/mlartists-civic-issues-dataset/validate/Domestic_trash/Datacluster-Trash-250-_jpg.rf.9ef7c909bdcd182838ebd5385550cfe5.jpg,Datacluster-Trash-250-_jpg.rf.9ef7c909bdcd182838ebd5385550cfe5.jpg,Domestic_trash,6.86,Medium,validate/Domestic_trash/Datacluster-Trash-250-_jpg.rf.9ef7c909bdcd182838ebd5385550cfe5.jpg
/kaggle/input/mlartists-civic-issues-dataset/validate/Domestic_trash/Datacluster-Trash-8-_jpg.rf.8a2d756025e73d708d346cd054489f34.jpg,Datacluster-Trash-8-_jpg.rf.8a2d756025e73d708d346cd054489f34.jpg,Domestic_trash,7.75,High,validate/Domestic_trash/Datacluster-Trash-8-_jpg.rf.8a2d756025e73d708d346cd054489f34.jpg
/kaggle/input/mlartists-civic-issues-dataset/validate/Domestic_trash/Datacluster-Trash-208-_jpg.rf.e7f0c2c18ad3780694af1c3ef51d071b.jpg,Datacluster-Trash-208-_jpg.rf.e7f0c2c18ad3780694af1c3ef51d071b.jpg,Domestic_trash,4.73,Medium,validate/Domestic_trash/Datacluster-Trash-208-_jpg.rf.e7f0c2c18ad3780694af1c3ef51d071b.jpg
/kaggle/input/mlartists-civic-issues-dataset/validate/Domestic_trash/Datacluster-Trash-3-_jpg.rf.16b955ca3bb3620174bcee42e04dba07.jpg,Datacluster-Trash-3-_jpg.rf.16b955ca3bb3620174bcee42e04dba07.jpg,Domestic_trash,4.41,Medium,validate/Domestic_trash/Datacluster-Trash-3-_jpg.rf.16b955ca3bb3620174bcee42e04dba07.jpg
/kaggle/input/mlartists-civic-issues-dataset/validate/Domestic_trash/Datacluster-Trash-55-_jpg.rf.3964db357de9dea4323e74c24f11f428.jpg,Datacluster-Trash-55-_jpg.rf.3964db357de9dea4323e74c24f11f428.jpg,Domestic_trash,5.42,Medium,validate/Domestic_trash/Datacluster-Trash-55-_jpg.rf.3964db357de9dea4323e74c24f11f428.jpg
/kaggle/input/mlartists-civic-issues-dataset/validate/Domestic_trash/Datacluster-Trash-54-_jpg.rf.c8e6c09b961da3f7e69eb18eb2b4b376.jpg,Datacluster-Trash-54-_jpg.rf.c8e6c09b961da3f7e69eb18eb2b4b376.jpg,Domestic_trash,6.75,Medium,validate/Domestic_trash/Datacluster-Trash-54-_jpg.rf.c8e6c09b961da3f7e69eb18eb2b4b376.jpg
/kaggle/input/mlartists-civic-issues-dataset/validate/Domestic_trash/Datacluster-Trash-82-_jpg.rf.6d36334411b389b9f38a449acbb74eb8.jpg,Datacluster-Trash-82-_jpg.rf.6d36334411b389b9f38a449acbb74eb8.jpg,Domestic_trash,6.54,Medium,validate/Domestic_trash/Datacluster-Trash-82-_jpg.rf.6d36334411b389b9f38a449acbb74eb8.jpg
/kaggle/input/mlartists-civic-issues-dataset/validate/Domestic_trash/Datacluster-Trash-229-_jpg.rf.2e6e6ce0caf1bfaa13d358bac4960a4a.jpg,Datacluster-Trash-229-_jpg.rf.2e6e6ce0caf1bfaa13d358bac4960a4a.jpg,Domestic_trash,4.12,Medium,validate/Domestic_trash/Datacluster-Trash-229-_jpg.rf.2e6e6ce0caf1bfaa13d358bac4960a4a.jpg
/kaggle/input/mlartists-civic-issues-dataset/validate/Domestic_trash/Datacluster-Trash-171-_jpg.rf.da107d3b8cb1e98a615b5d32feef08a1.jpg,Datacluster-Trash-171-_jpg.rf.da107d3b8cb1e98a615b5d32feef08a1.jpg,Domestic_trash,7.24,High,validate/Domestic_trash/Datacluster-Trash-171-_jpg.rf.da107d3b8cb1e98a615b5d32feef08a1.jpg
/kaggle/input/mlartists-civic-issues-dataset/validate/Domestic_trash/Datacluster-Trash-62-_jpg.rf.3093718a02693e725a405f71e3f4ca60.jpg,Datacluster-Trash-62-_jpg.rf.3093718a02693e725a405f71e3f4ca60.jpg,Domestic_trash,4.91,Medium,validate/Domestic_trash/Datacluster-Trash-62-_jpg.rf.3093718a02693e725a405f71e3f4ca60.jpg
